Order,Family,Genus,Species,Subspecies,Author,FullnameWithAuthor,Category
Notoryctemorphia,,,,,"Kirsch, <i>in </i>Hunsaker, 1977","Notoryctemorphia Kirsch, <i>in </i>Hunsaker, 1977",Order
Notoryctemorphia,Notoryctidae,,,,"Ogilby, 1892","Notoryctidae Ogilby, 1892",Family
Notoryctemorphia,Notoryctidae,Notoryctes,,,"Stirling, 1891","Notoryctes Stirling, 1891",Genus
Notoryctemorphia,Notoryctidae,Notoryctes,caurinus,,"Thomas, 1920","Notoryctes caurinus Thomas, 1920",Species
Notoryctemorphia,Notoryctidae,Notoryctes,typhlops,,"Stirling, 1889","Notoryctes typhlops Stirling, 1889",Species
Dasyuromorphia,,,,,"Gill, 1872","Dasyuromorphia Gill, 1872",Order
Dasyuromorphia,Thylacinidae,,,,"Bonaparte, 1838","Thylacinidae Bonaparte, 1838",Family
Dasyuromorphia,Thylacinidae,Thylacinus,,,"Temminck, 1824","Thylacinus Temminck, 1824",Genus
Dasyuromorphia,Thylacinidae,Thylacinus,cynocephalus,,"Harris, 1808","Thylacinus cynocephalus Harris, 1808",Species
Dasyuromorphia,Myrmecobiidae,,,,"Waterhouse, 1841","Myrmecobiidae Waterhouse, 1841",Family
Dasyuromorphia,Myrmecobiidae,Myrmecobius,,,"Waterhouse, 1836","Myrmecobius Waterhouse, 1836",Genus
Dasyuromorphia,Myrmecobiidae,Myrmecobius,fasciatus,,"Waterhouse, 1836","Myrmecobius fasciatus Waterhouse, 1836",Species
Dasyuromorphia,Myrmecobiidae,Myrmecobius,fasciatus,fasciatus,"Waterhouse, 1836","Myrmecobius fasciatus fasciatus Waterhouse, 1836",Subspecies
Dasyuromorphia,Myrmecobiidae,Myrmecobius,fasciatus,rufus,"Wood Jones, 1923","Myrmecobius fasciatus rufus Wood Jones, 1923",Subspecies
Dasyuromorphia,Dasyuridae,,,,"Goldfuss, 1820","Dasyuridae Goldfuss, 1820",Family
Dasyuromorphia,Dasyuridae,Dasycercus,,,"Peters, 1875","Dasycercus Peters, 1875",Genus
Dasyuromorphia,Dasyuridae,Dasycercus,cristicauda,,"Krefft, 1866","Dasycercus cristicauda Krefft, 1866",Species
Dasyuromorphia,Dasyuridae,Dasykaluta,,,"Archer, 1982","Dasykaluta Archer, 1982",Genus
Dasyuromorphia,Dasyuridae,Dasykaluta,rosamondae,,"Ride, 1964","Dasykaluta rosamondae Ride, 1964",Species
Dasyuromorphia,Dasyuridae,Dasyuroides,,,"Spencer, 1896","Dasyuroides Spencer, 1896",Genus
Dasyuromorphia,Dasyuridae,Dasyuroides,byrnei,,"Spencer, 1896","Dasyuroides byrnei Spencer, 1896",Species
Dasyuromorphia,Dasyuridae,Dasyurus,,,"É. Geoffroy, 1796","Dasyurus É. Geoffroy, 1796",Genus
Dasyuromorphia,Dasyuridae,Dasyurus,albopunctatus,,"Schlegel, 1880","Dasyurus albopunctatus Schlegel, 1880",Species
Dasyuromorphia,Dasyuridae,Dasyurus,geoffroii,,"Gould, 1840","Dasyurus geoffroii Gould, 1840",Species
Dasyuromorphia,Dasyuridae,Dasyurus,hallucatus,,"Gould, 1842","Dasyurus hallucatus Gould, 1842",Species
Dasyuromorphia,Dasyuridae,Dasyurus,maculatus,,"Kerr, 1792","Dasyurus maculatus Kerr, 1792",Species
Dasyuromorphia,Dasyuridae,Dasyurus,spartacus,,"Van Dyck, 1987","Dasyurus spartacus Van Dyck, 1987",Species
Dasyuromorphia,Dasyuridae,Dasyurus,viverrinus,,"Shaw, 1800","Dasyurus viverrinus Shaw, 1800",Species
Dasyuromorphia,Dasyuridae,Myoictis,,,"Gray, 1858","Myoictis Gray, 1858",Genus
Dasyuromorphia,Dasyuridae,Myoictis,melas,,"Müller, 1840","Myoictis melas Müller, 1840",Species
Dasyuromorphia,Dasyuridae,Myoictis,wallacii,,"Gray, 1858","Myoictis wallacii Gray, 1858",Species
Dasyuromorphia,Dasyuridae,Neophascogale,,,"Stein, 1933","Neophascogale Stein, 1933",Genus
Dasyuromorphia,Dasyuridae,Neophascogale,lorentzi,,"Jentink, 1911","Neophascogale lorentzi Jentink, 1911",Species
Dasyuromorphia,Dasyuridae,Parantechinus,,,"Tate, 1947","Parantechinus Tate, 1947",Genus
Dasyuromorphia,Dasyuridae,Parantechinus,apicalis,,"Gray, 1842","Parantechinus apicalis Gray, 1842",Species
Dasyuromorphia,Dasyuridae,Phascolosorex,,,"Matschie, 1916","Phascolosorex Matschie, 1916",Genus
Dasyuromorphia,Dasyuridae,Phascolosorex,doriae,,"Thomas, 1886","Phascolosorex doriae Thomas, 1886",Species
Dasyuromorphia,Dasyuridae,Phascolosorex,dorsalis,,"Peters and Doria, 1876","Phascolosorex dorsalis Peters and Doria, 1876",Species
Dasyuromorphia,Dasyuridae,Phascolosorex,dorsalis,dorsalis,"Peters and Doria, 1876","Phascolosorex dorsalis dorsalis Peters and Doria, 1876",Subspecies
Dasyuromorphia,Dasyuridae,Phascolosorex,dorsalis,brevicaudata,"Rothschild and Dollman, 1932","Phascolosorex dorsalis brevicaudata Rothschild and Dollman, 1932",Subspecies
Dasyuromorphia,Dasyuridae,Phascolosorex,dorsalis,whartoni,"Tate and Archbold, 1936","Phascolosorex dorsalis whartoni Tate and Archbold, 1936",Subspecies
Dasyuromorphia,Dasyuridae,Pseudantechinus,,,"Tate, 1947","Pseudantechinus Tate, 1947",Genus
Dasyuromorphia,Dasyuridae,Pseudantechinus,bilarni,,"Johnson, 1954","Pseudantechinus bilarni Johnson, 1954",Species
Dasyuromorphia,Dasyuridae,Pseudantechinus,macdonnellensis,,"Spencer, 1896","Pseudantechinus macdonnellensis Spencer, 1896",Species
Dasyuromorphia,Dasyuridae,Pseudantechinus,mimulus,,"Thomas, 1906","Pseudantechinus mimulus Thomas, 1906",Species
Dasyuromorphia,Dasyuridae,Pseudantechinus,ningbing,,"Kitchener, 1988","Pseudantechinus ningbing Kitchener, 1988",Species
Dasyuromorphia,Dasyuridae,Pseudantechinus,roryi,,"Cooper, Aplin and Adams, 2000","Pseudantechinus roryi Cooper, Aplin and Adams, 2000",Species
Dasyuromorphia,Dasyuridae,Pseudantechinus,woolleyae,,"Kitchener and Caputi, 1988","Pseudantechinus woolleyae Kitchener and Caputi, 1988",Species
Dasyuromorphia,Dasyuridae,Sarcophilus,,,"F. G. Cuvier, 1837","Sarcophilus F. G. Cuvier, 1837",Genus
Dasyuromorphia,Dasyuridae,Sarcophilus,harrisii,,"Boitard, 1841","Sarcophilus harrisii Boitard, 1841",Species
Dasyuromorphia,Dasyuridae,Sarcophilus,harrisii,harrisii,"Boitard, 1841","Sarcophilus harrisii harrisii Boitard, 1841",Subspecies
Dasyuromorphia,Dasyuridae,Sarcophilus,harrisii,dixonae,"Werdelin, 1987","Sarcophilus harrisii dixonae Werdelin, 1987",Subspecies
Dasyuromorphia,Dasyuridae,Antechinus,,,"Macleay, 1841","Antechinus Macleay, 1841",Genus
Dasyuromorphia,Dasyuridae,Antechinus,adustus,,"Thomas, 1923","Antechinus adustus Thomas, 1923",Species
Dasyuromorphia,Dasyuridae,Antechinus,agilis,,"Dickman, Parnaby, Crowther and King, 1998","Antechinus agilis Dickman, Parnaby, Crowther and King, 1998",Species
Dasyuromorphia,Dasyuridae,Antechinus,bellus,,"Thomas, 1904","Antechinus bellus Thomas, 1904",Species
Dasyuromorphia,Dasyuridae,Antechinus,flavipes,,"Waterhouse, 1837","Antechinus flavipes Waterhouse, 1837",Species
Dasyuromorphia,Dasyuridae,Antechinus,flavipes,flavipes,"Waterhouse, 1837","Antechinus flavipes flavipes Waterhouse, 1837",Subspecies
Dasyuromorphia,Dasyuridae,Antechinus,flavipes,rubeculus,"Van Dyck, 1982","Antechinus flavipes rubeculus Van Dyck, 1982",Subspecies
Dasyuromorphia,Dasyuridae,Antechinus,godmani,,"Thomas, 1923","Antechinus godmani Thomas, 1923",Species
Dasyuromorphia,Dasyuridae,Antechinus,leo,,"Van Dyck, 1980","Antechinus leo Van Dyck, 1980",Species
Dasyuromorphia,Dasyuridae,Antechinus,minimus,,"É. Geoffroy, 1803","Antechinus minimus É. Geoffroy, 1803",Species
Dasyuromorphia,Dasyuridae,Antechinus,stuartii,,"Macleay, 1841","Antechinus stuartii Macleay, 1841",Species
Dasyuromorphia,Dasyuridae,Antechinus,subtropicus,,"Van Dyck and Crowther, 2000","Antechinus subtropicus Van Dyck and Crowther, 2000",Species
Dasyuromorphia,Dasyuridae,Antechinus,swainsonii,,"Waterhouse, 1840","Antechinus swainsonii Waterhouse, 1840",Species
Dasyuromorphia,Dasyuridae,Micromurexia,,,"Van Dyck, 2002","Micromurexia Van Dyck, 2002",Genus
Dasyuromorphia,Dasyuridae,Micromurexia,habbema,,"Tate and Archbold, 1941","Micromurexia habbema Tate and Archbold, 1941",Species
Dasyuromorphia,Dasyuridae,Murexechinus,,,"Van Dyck, 2002","Murexechinus Van Dyck, 2002",Genus
Dasyuromorphia,Dasyuridae,Murexechinus,melanurus,,"Thomas, 1899","Murexechinus melanurus Thomas, 1899",Species
Dasyuromorphia,Dasyuridae,Murexia,,,"Tate and Archbold, 1937","Murexia Tate and Archbold, 1937",Genus
Dasyuromorphia,Dasyuridae,Murexia,longicaudata,,"Schlegel, 1866","Murexia longicaudata Schlegel, 1866",Species
Dasyuromorphia,Dasyuridae,Paramurexia,,,"Van Dyck, 2002","Paramurexia Van Dyck, 2002",Genus
Dasyuromorphia,Dasyuridae,Paramurexia,rothschildi,,"Tate, 1938","Paramurexia rothschildi Tate, 1938",Species
Dasyuromorphia,Dasyuridae,Phascomurexia,,,"Van Dyck, 2002","Phascomurexia Van Dyck, 2002",Genus
Dasyuromorphia,Dasyuridae,Phascomurexia,naso,,"Jentink, 1911","Phascomurexia naso Jentink, 1911",Species
Dasyuromorphia,Dasyuridae,Phascogale,,,"Temminck, 1824","Phascogale Temminck, 1824",Genus
Dasyuromorphia,Dasyuridae,Phascogale,calura,,"Gould, 1844","Phascogale calura Gould, 1844",Species
Dasyuromorphia,Dasyuridae,Phascogale,tapoatafa,,"Meyer, 1793","Phascogale tapoatafa Meyer, 1793",Species
Dasyuromorphia,Dasyuridae,Antechinomys,,,"Krefft, 1866","Antechinomys Krefft, 1866",Genus
Dasyuromorphia,Dasyuridae,Antechinomys,laniger,,"Gould, 1856","Antechinomys laniger Gould, 1856",Species
Dasyuromorphia,Dasyuridae,Ningaui,,,"Archer, 1975","Ningaui Archer, 1975",Genus
Dasyuromorphia,Dasyuridae,Ningaui,ridei,,"Archer, 1975","Ningaui ridei Archer, 1975",Species
Dasyuromorphia,Dasyuridae,Ningaui,timealeyi,,"Archer, 1975","Ningaui timealeyi Archer, 1975",Species
Dasyuromorphia,Dasyuridae,Ningaui,yvonnae,,"Kitchener, Stoddart, and Henry, 1983","Ningaui yvonnae Kitchener, Stoddart, and Henry, 1983",Species
Dasyuromorphia,Dasyuridae,Sminthopsis,,,"Thomas, 1887","Sminthopsis Thomas, 1887",Genus
Dasyuromorphia,Dasyuridae,Sminthopsis,aitkeni,,"Kitchener, Stoddart and Henry, 1984","Sminthopsis aitkeni Kitchener, Stoddart and Henry, 1984",Species
Dasyuromorphia,Dasyuridae,Sminthopsis,archeri,,"Van Dyck, 1986","Sminthopsis archeri Van Dyck, 1986",Species
Dasyuromorphia,Dasyuridae,Sminthopsis,bindi,,"Van Dyck, Woinarski and Press, 1994","Sminthopsis bindi Van Dyck, Woinarski and Press, 1994",Species
Dasyuromorphia,Dasyuridae,Sminthopsis,boullangerensis,,"Crowther, Dickman and Lynam, 1999","Sminthopsis boullangerensis Crowther, Dickman and Lynam, 1999",Species
Dasyuromorphia,Dasyuridae,Sminthopsis,butleri,,"Archer, 1979","Sminthopsis butleri Archer, 1979",Species
Dasyuromorphia,Dasyuridae,Sminthopsis,crassicaudata,,"Gould, 1844","Sminthopsis crassicaudata Gould, 1844",Species
Dasyuromorphia,Dasyuridae,Sminthopsis,dolichura,,"Kitchener, Stoddart and Henry, 1984","Sminthopsis dolichura Kitchener, Stoddart and Henry, 1984",Species
Dasyuromorphia,Dasyuridae,Sminthopsis,douglasi,,"Archer, 1979","Sminthopsis douglasi Archer, 1979",Species
Dasyuromorphia,Dasyuridae,Sminthopsis,fuliginosus,,"Gould, 1852","Sminthopsis fuliginosus Gould, 1852",Species
Dasyuromorphia,Dasyuridae,Sminthopsis,gilberti,,"Kitchener, Stoddart, and Henry, 1984","Sminthopsis gilberti Kitchener, Stoddart, and Henry, 1984",Species
Dasyuromorphia,Dasyuridae,Sminthopsis,granulipes,,"Troughton, 1932","Sminthopsis granulipes Troughton, 1932",Species
Dasyuromorphia,Dasyuridae,Sminthopsis,griseoventer,,"Kitchener, Stoddart, and Henry, 1984","Sminthopsis griseoventer Kitchener, Stoddart, and Henry, 1984",Species
Dasyuromorphia,Dasyuridae,Sminthopsis,hirtipes,,"Thomas, 1898","Sminthopsis hirtipes Thomas, 1898",Species
Dasyuromorphia,Dasyuridae,Sminthopsis,leucopus,,"Gray, 1842","Sminthopsis leucopus Gray, 1842",Species
Dasyuromorphia,Dasyuridae,Sminthopsis,longicaudata,,"Spencer, 1909","Sminthopsis longicaudata Spencer, 1909",Species
Dasyuromorphia,Dasyuridae,Sminthopsis,macroura,,"Gould, 1845","Sminthopsis macroura Gould, 1845",Species
Dasyuromorphia,Dasyuridae,Sminthopsis,murina,,"Waterhouse, 1837","Sminthopsis murina Waterhouse, 1837",Species
Dasyuromorphia,Dasyuridae,Sminthopsis,ooldea,,"Troughton, 1964","Sminthopsis ooldea Troughton, 1964",Species
Dasyuromorphia,Dasyuridae,Sminthopsis,psammophila,,"Spencer, 1895","Sminthopsis psammophila Spencer, 1895",Species
Dasyuromorphia,Dasyuridae,Sminthopsis,virginiae,,"de Tarragon, 1847","Sminthopsis virginiae de Tarragon, 1847",Species
Dasyuromorphia,Dasyuridae,Sminthopsis,virginiae,virginiae,"de Tarragon, 1847","Sminthopsis virginiae virginiae de Tarragon, 1847",Subspecies
Dasyuromorphia,Dasyuridae,Sminthopsis,virginiae,nitela,"Collett, 1897","Sminthopsis virginiae nitela Collett, 1897",Subspecies
Dasyuromorphia,Dasyuridae,Sminthopsis,virginiae,rufigenis,"Thomas, 1922","Sminthopsis virginiae rufigenis Thomas, 1922",Subspecies
Dasyuromorphia,Dasyuridae,Sminthopsis,youngsoni,,"McKenzie and Archer, 1982","Sminthopsis youngsoni McKenzie and Archer, 1982",Species
Dasyuromorphia,Dasyuridae,Planigale,,,"Troughton, 1928","Planigale Troughton, 1928",Genus
Dasyuromorphia,Dasyuridae,Planigale,gilesi,,"Aitken, 1972","Planigale gilesi Aitken, 1972",Species
Dasyuromorphia,Dasyuridae,Planigale,ingrami,,"Thomas, 1906","Planigale ingrami Thomas, 1906",Species
Dasyuromorphia,Dasyuridae,Planigale,ingrami,ingrami,"Thomas, 1906","Planigale ingrami ingrami Thomas, 1906",Subspecies
Dasyuromorphia,Dasyuridae,Planigale,ingrami,brunnea,"Troughton, 1928","Planigale ingrami brunnea Troughton, 1928",Subspecies
Dasyuromorphia,Dasyuridae,Planigale,ingrami,subtilissima,"Lönnberg, 1913","Planigale ingrami subtilissima Lönnberg, 1913",Subspecies
Dasyuromorphia,Dasyuridae,Planigale,maculata,,"Gould, 1851","Planigale maculata Gould, 1851",Species
Dasyuromorphia,Dasyuridae,Planigale,maculata,maculata,"Gould, 1851","Planigale maculata maculata Gould, 1851",Subspecies
Dasyuromorphia,Dasyuridae,Planigale,maculata,sinualis,"Thomas, 1926","Planigale maculata sinualis Thomas, 1926",Subspecies
Dasyuromorphia,Dasyuridae,Planigale,novaeguineae,,"Tate and Archbold, 1941","Planigale novaeguineae Tate and Archbold, 1941",Species
Dasyuromorphia,Dasyuridae,Planigale,tenuirostris,,"Troughton, 1928","Planigale tenuirostris Troughton, 1928",Species
Peramelemorphia,,,,,"Ameghino, 1889","Peramelemorphia Ameghino, 1889",Order
Peramelemorphia,Thylacomyidae,,,,"Bensley, 1903","Thylacomyidae Bensley, 1903",Family
Peramelemorphia,Thylacomyidae,Macrotis,,,"Reid, 1836","Macrotis Reid, 1836",Genus
Peramelemorphia,Thylacomyidae,Macrotis,lagotis,,"Reid, 1836","Macrotis lagotis Reid, 1836",Species
Peramelemorphia,Thylacomyidae,Macrotis,leucura,,"Thomas, 1887","Macrotis leucura Thomas, 1887",Species
Peramelemorphia,Chaeropodidae,,,,"Gill, 1872","Chaeropodidae Gill, 1872",Family
Peramelemorphia,Chaeropodidae,Chaeropus,,,"Ogilby, 1838","Chaeropus Ogilby, 1838",Genus
Peramelemorphia,Chaeropodidae,Chaeropus,ecaudatus,,"Ogilby, 1838","Chaeropus ecaudatus Ogilby, 1838",Species
Peramelemorphia,Peramelidae,,,,"Gray, 1825","Peramelidae Gray, 1825",Family
Peramelemorphia,Peramelidae,Isoodon,,,"Desmarest, 1817","Isoodon Desmarest, 1817",Genus
Peramelemorphia,Peramelidae,Isoodon,auratus,,"Ramsay, 1887","Isoodon auratus Ramsay, 1887",Species
Peramelemorphia,Peramelidae,Isoodon,auratus,auratus,"Ramsay, 1887","Isoodon auratus auratus Ramsay, 1887",Subspecies
Peramelemorphia,Peramelidae,Isoodon,auratus,arnhemensis,"Lyne and Mort, 1981","Isoodon auratus arnhemensis Lyne and Mort, 1981",Subspecies
Peramelemorphia,Peramelidae,Isoodon,auratus,barrowensis,"Thomas, 1901","Isoodon auratus barrowensis Thomas, 1901",Subspecies
Peramelemorphia,Peramelidae,Isoodon,macrourus,,"Gould, 1842","Isoodon macrourus Gould, 1842",Species
Peramelemorphia,Peramelidae,Isoodon,macrourus,macrourus,"Gould, 1842","Isoodon macrourus macrourus Gould, 1842",Subspecies
Peramelemorphia,Peramelidae,Isoodon,macrourus,moresbyensis,"Ramsay, 1877","Isoodon macrourus moresbyensis Ramsay, 1877",Subspecies
Peramelemorphia,Peramelidae,Isoodon,obesulus,,"Shaw, 1797","Isoodon obesulus Shaw, 1797",Species
Peramelemorphia,Peramelidae,Isoodon,obesulus,obesulus,"Shaw, 1797","Isoodon obesulus obesulus Shaw, 1797",Subspecies
Peramelemorphia,Peramelidae,Isoodon,obesulus,nauticus,"Thomas, 1922","Isoodon obesulus nauticus Thomas, 1922",Subspecies
Peramelemorphia,Peramelidae,Perameles,,,"É. Geoffroy, 1804","Perameles É. Geoffroy, 1804",Genus
Peramelemorphia,Peramelidae,Perameles,bougainville,,"Quoy and Gaimard, 1824","Perameles bougainville Quoy and Gaimard, 1824",Species
Peramelemorphia,Peramelidae,Perameles,eremiana,,"Spencer, 1897","Perameles eremiana Spencer, 1897",Species
Peramelemorphia,Peramelidae,Perameles,gunnii,,"Gray, 1838","Perameles gunnii Gray, 1838",Species
Peramelemorphia,Peramelidae,Perameles,nasuta,,"É. Geoffroy, 1804","Perameles nasuta É. Geoffroy, 1804",Species
Peramelemorphia,Peramelidae,Peroryctes,,,"Thomas, 1906","Peroryctes Thomas, 1906",Genus
Peramelemorphia,Peramelidae,Peroryctes,broadbenti,,"Ramsay, 1879","Peroryctes broadbenti Ramsay, 1879",Species
Peramelemorphia,Peramelidae,Peroryctes,raffrayana,,"Milne-Edwards, 1878","Peroryctes raffrayana Milne-Edwards, 1878",Species
Peramelemorphia,Peramelidae,Peroryctes,raffrayana,raffrayana,"Milne-Edwards, 1878","Peroryctes raffrayana raffrayana Milne-Edwards, 1878",Subspecies
Peramelemorphia,Peramelidae,Peroryctes,raffrayana,rothschildi,"Förster, 1913","Peroryctes raffrayana rothschildi Förster, 1913",Subspecies
Peramelemorphia,Peramelidae,Echymipera,,,"Lesson, 1842","Echymipera Lesson, 1842",Genus
Peramelemorphia,Peramelidae,Echymipera,clara,,"Stein, 1932","Echymipera clara Stein, 1932",Species
Peramelemorphia,Peramelidae,Echymipera,davidi,,"Flannery, 1990","Echymipera davidi Flannery, 1990",Species
Peramelemorphia,Peramelidae,Echymipera,echinista,,"Menzies, 1990","Echymipera echinista Menzies, 1990",Species
Peramelemorphia,Peramelidae,Echymipera,kalubu,,"Fischer, 1829","Echymipera kalubu Fischer, 1829",Species
Peramelemorphia,Peramelidae,Echymipera,kalubu,kalubu,"Fischer, 1829","Echymipera kalubu kalubu Fischer, 1829",Subspecies
Peramelemorphia,Peramelidae,Echymipera,kalubu,cockerelli,"Ramsay, 1877","Echymipera kalubu cockerelli Ramsay, 1877",Subspecies
Peramelemorphia,Peramelidae,Echymipera,kalubu,oriomo,"Tate and Archbold, 1936","Echymipera kalubu oriomo Tate and Archbold, 1936",Subspecies
Peramelemorphia,Peramelidae,Echymipera,kalubu,philipi,"Troughton, 1954","Echymipera kalubu philipi Troughton, 1954",Subspecies
Peramelemorphia,Peramelidae,Echymipera,rufescens,,"Peters and Doria, 1875","Echymipera rufescens Peters and Doria, 1875",Species
Peramelemorphia,Peramelidae,Echymipera,rufescens,rufescens,"Peters and Doria, 1875","Echymipera rufescens rufescens Peters and Doria, 1875",Subspecies
Peramelemorphia,Peramelidae,Echymipera,rufescens,australis,"Tate, 1948","Echymipera rufescens australis Tate, 1948",Subspecies
Peramelemorphia,Peramelidae,Microperoryctes,,,"Stein, 1932","Microperoryctes Stein, 1932",Genus
Peramelemorphia,Peramelidae,Microperoryctes,longicauda,,"Peters and Doria, 1876","Microperoryctes longicauda Peters and Doria, 1876",Species
Peramelemorphia,Peramelidae,Microperoryctes,longicauda,longicauda,"Peters and Doria, 1876","Microperoryctes longicauda longicauda Peters and Doria, 1876",Subspecies
Peramelemorphia,Peramelidae,Microperoryctes,longicauda,dorsalis,"Thomas, 1922","Microperoryctes longicauda dorsalis Thomas, 1922",Subspecies
Peramelemorphia,Peramelidae,Microperoryctes,longicauda,ornatus,"Thomas, 1904","Microperoryctes longicauda ornatus Thomas, 1904",Subspecies
Peramelemorphia,Peramelidae,Microperoryctes,murina,,"Stein, 1932","Microperoryctes murina Stein, 1932",Species
Peramelemorphia,Peramelidae,Microperoryctes,papuensis,,"Laurie, 1952","Microperoryctes papuensis Laurie, 1952",Species
Peramelemorphia,Peramelidae,Rhynchomeles,,,"Thomas, 1920","Rhynchomeles Thomas, 1920",Genus
Peramelemorphia,Peramelidae,Rhynchomeles,prattorum,,"Thomas, 1920","Rhynchomeles prattorum Thomas, 1920",Species
Diprotodontia,,,,,"Owen, 1866","Diprotodontia Owen, 1866",Order
Diprotodontia,Phascolarctidae,,,,"Owen, 1839","Phascolarctidae Owen, 1839",Family
Diprotodontia,Phascolarctidae,Phascolarctos,,,"de Blainville, 1816","Phascolarctos de Blainville, 1816",Genus
Diprotodontia,Phascolarctidae,Phascolarctos,cinereus,,"Goldfuss, 1817","Phascolarctos cinereus Goldfuss, 1817",Species
Diprotodontia,Vombatidae,,,,"Burnett, 1829","Vombatidae Burnett, 1829",Family
Diprotodontia,Vombatidae,Lasiorhinus,,,"Gray, 1863","Lasiorhinus Gray, 1863",Genus
Diprotodontia,Vombatidae,Lasiorhinus,krefftii,,"Owen, 1873","Lasiorhinus krefftii Owen, 1873",Species
Diprotodontia,Vombatidae,Lasiorhinus,krefftii,krefftii,"Owen, 1873","Lasiorhinus krefftii krefftii Owen, 1873",Subspecies
Diprotodontia,Vombatidae,Lasiorhinus,krefftii,gillespiei,"DeVis, 1900","Lasiorhinus krefftii gillespiei DeVis, 1900",Subspecies
